brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Hyundai,Hatchback,2012,6,Petrol,Manual,1.2,51.9,Good,3,Bharat,18.5,80.0,5,Mid-Range,320000,13.8,3.8,190.4,2
Maruti Suzuki,Sedan,2015,10,Petrol,Manual,1.4,29.4,Excellent,1,Private,20.7,91.1,5,Budget,550000,10.5,2.8,110.2,1
Honda,MUV,2018,6,Diesel,Manual,1.5,25.0,Good,1,Taxi,25.5,98.6,5,Mid-Range,800000,7.8,3.2,60.8,2
Tata,Hatchback,2017,5,Petrol,Manual,1.2,28.0,Good,2,Bharat,23.8,84.0,5,Budget,380000,8.9,3.1,79.2,1
Renault,SUV,2013,3,Diesel,Manual,1.5,44.5,Excellent,2,Taxi,20.5,83.8,5,Budget,400000,13.1,3.4,171.6,1
Maruti Suzuki,Hatchback,2016,2,Petrol,Manual,1.0,34.5,Excellent,1,Taxi,20.5,67.0,5,Budget,375000,10.2,3.4,104.0,1
Honda,Sedan,2017,3,Petrol,Automatic,1.5,20.0,Good,1,Taxi,18.0,117.6,5,Mid-Range,1100000,9.1,2.2,82.8,2
Hyundai,Hatchback,2018,9,Petrol,Manual,1.2,15.0,Excellent,1,Private,18.6,81.8,5,Mid-Range,650000,7.6,2.0,57.8,2
Nissan,Hatchback,2014,3,Petrol,Automatic,1.2,26.0,Good,1,Private,19.3,76.0,5,Budget,361000,12.1,2.1,146.4,1
Hyundai,Hatchback,2012,3,Petrol,Manual,0.8,20.0,Excellent,1,Private,21.1,55.2,5,Mid-Range,140000,14.1,1.4,198.8,2
Hyundai,Hatchback,2019,1,Petrol + CNG,Manual,1.2,3.0,Excellent,1,Private,20.1,81.9,5,Mid-Range,550000,7.2,0.4,51.8,2
Honda,Sedan,2019,2,Petrol,Manual,1.2,20.0,Excellent,1,Private,19.5,88.8,5,Mid-Range,670000,7.2,2.8,51.8,2
Maruti Suzuki,SUV,2017,11,Diesel,Manual,1.2,25.0,Excellent,1,Private,24.3,88.5,5,Budget,880000,8.4,3.0,70.6,1
Ford,SUV,2018,12,Diesel,Manual,1.5,35.0,Good,1,Private,23.0,99.0,5,Mid-Range,950000,7.3,4.8,53.3,2
Chevrolet,Hatchback,2010,3,Diesel,Manual,2.0,60.0,Good,1,Taxi,18.3,147.9,5,Budget,300000,16.1,3.7,259.2,1
Honda,Sedan,2017,2,Petrol,Automatic,1.5,6.8,Excellent,1,Private,18.0,117.6,5,Mid-Range,1150000,9.2,0.7,84.6,2
Chevrolet,Hatchback,2015,8,Diesel,Automatic,2.0,155.0,Fair,1,Private,14.8,163.7,5,Budget,450000,10.7,14.5,114.5,1
Maruti Suzuki,Minivan,2018,6,Petrol + CNG,Manual,1.2,50.0,Excellent,1,Private,21.9,61.7,5,Budget,375000,7.8,6.4,60.8,1
Maruti Suzuki,MUV,2016,7,Petrol,Manual,1.4,13.5,Excellent,1,Private,17.5,91.1,7,Budget,600000,9.8,1.4,96.0,1
Toyota,MUV,2008,1,Diesel + CNG,Manual,2.5,260.0,Fair,1,Bharat,12.8,102.0,8,Mid-Range,700000,18.2,14.3,331.2,2
Hyundai,MUV,2018,6,Diesel,Manual,1.2,65.0,Fair,1,Private,25.4,74.0,5,Mid-Range,600000,7.8,8.3,60.8,2
Mahindra,Hatchback,2014,2,Diesel,Manual,2.2,95.0,Good,2,Private,14.0,118.3,8,Mid-Range,630000,12.2,7.8,148.8,2
Maruti Suzuki,Sedan,2016,6,Petrol,Manual,1.4,40.0,Good,2,Private,20.7,91.1,5,Budget,590000,9.8,4.1,96.0,1
Hyundai,Hatchback,2019,3,Petrol,Manual,1.1,30.0,Excellent,1,Private,20.3,68.0,5,Mid-Range,420000,7.1,4.2,50.4,2
Mitsubishi,MUV,2016,7,Diesel,Manual,2.5,120.0,Good,1,Private,13.5,175.6,7,Mid-Range,1950000,9.8,12.2,96.0,2
Tata,SUV,2013,3,Diesel,Manual,2.2,112.0,Good,1,Private,13.9,138.1,7,Budget,541000,13.1,8.5,171.6,1
Toyota,MUV,2015,9,Diesel,Manual,2.5,125.0,Excellent,1,Private,13.0,100.6,7,Mid-Range,900000,10.6,11.8,112.4,2
Toyota,MUV,2015,3,Diesel,Manual,2.5,125.0,Good,1,Private,13.0,100.6,7,Mid-Range,900000,11.1,11.3,123.2,2
Tata,Sedan,2009,7,Diesel,Manual,1.2,43.0,Excellent,1,Taxi,18.8,90.0,5,Budget,250000,16.8,2.6,282.2,1
Mahindra,SUV,2019,12,Diesel,Manual,2.5,53.5,Excellent,1,Private,16.0,62.1,7,Mid-Range,670000,6.3,8.5,39.7,2
Tata,Sedan,2019,4,Petrol,Manual,1.2,20.0,Good,1,Private,20.3,83.8,5,Budget,530000,7.0,2.9,49.0,1
Chevrolet,Hatchback,2012,8,Diesel,Manual,0.9,70.0,Good,2,Private,25.4,57.6,5,Budget,150000,13.7,5.1,187.7,1
Mahindra,SUV,2013,2,Diesel,Manual,2.2,70.0,Excellent,3,Private,15.1,140.0,7,Mid-Range,550000,13.2,5.3,174.2,2
Mahindra,SUV,2015,8,Diesel,Manual,2.0,150.0,Good,1,Taxi,15.4,120.0,7,Mid-Range,650000,10.7,14.0,114.5,2
Tata,Sedan,2012,9,Diesel,Manual,1.4,100.0,Good,2,Private,19.4,70.0,5,Budget,180000,13.6,7.4,185.0,1
Mahindra,SUV,2015,8,Diesel,Manual,2.5,50.0,Good,1,Bharat,16.6,105.0,7,Mid-Range,585000,10.7,4.7,114.5,2
Hyundai,Hatchback,2013,6,Petrol,Manual,1.2,120.0,Excellent,2,Private,18.5,82.8,5,Mid-Range,345000,12.8,9.4,163.8,2
Maruti Suzuki,Hatchback,2013,10,Diesel,Manual,1.2,110.0,Good,3,Private,22.9,74.0,5,Budget,350000,12.5,8.8,156.2,1
Honda,MUV,2016,1,Petrol,Manual,1.5,140.0,Good,1,Private,15.4,117.3,7,Mid-Range,725000,10.2,13.7,104.0,2
Tata,Minivan,2012,7,Diesel,Manual,1.4,120.0,Good,1,Private,15.4,70.0,7,Budget,250000,13.8,8.7,190.4,1
Maruti Suzuki,Sedan,2002,1,Petrol,Manual,0.8,70.0,Fair,2,Private,16.1,37.0,4,Budget,45000,24.2,2.9,585.6,1
Toyota,MUV,2007,7,Diesel,Manual,2.5,248.1,Poor,4,Private,12.8,102.0,8,Mid-Range,409999,18.8,13.2,353.4,2
Renault,Hatchback,2017,2,Petrol,Manual,1.0,16.5,Excellent,2,Private,23.0,67.0,5,Budget,325000,9.2,1.8,84.6,1
Maruti Suzuki,Hatchback,2016,8,Petrol + CNG,Manual,1.0,9.9,Good,1,Private,24.0,67.0,5,Budget,350000,9.7,1.0,94.1,1
Maruti Suzuki,Hatchback,2012,2,Petrol,Manual,0.8,80.0,Good,3,Private,19.7,46.3,5,Budget,180000,14.2,5.6,201.6,1
Fiat,Hatchback,2010,3,Petrol,Manual,1.4,100.0,Good,2,Private,16.0,90.0,5,Budget,150000,16.1,6.2,259.2,1
Maruti Suzuki,Sedan,2020,12,Petrol,Manual,1.2,20.0,Excellent,1,Private,23.3,88.5,5,Budget,700000,5.3,3.8,28.1,1
Maruti Suzuki,Sedan,2016,3,Diesel,Manual,1.2,90.0,Good,1,Private,28.1,88.5,5,Budget,795000,10.1,8.9,102.0,1
Mahindra,SUV,2019,1,Diesel,Manual,2.5,15.0,Excellent,1,Private,16.6,105.0,6,Mid-Range,950000,7.2,2.1,51.8,2
Volkswagen,Sedan,2018,5,Diesel,Automatic,1.5,75.0,Excellent,1,Private,21.5,108.5,5,Mid-Range,885000,7.9,9.5,62.4,2
Maruti Suzuki,Hatchback,2011,5,Diesel,Manual,1.2,140.0,Good,1,Private,21.1,73.9,5,Budget,160000,14.9,9.4,222.0,1
Hyundai,Hatchback,2012,10,Diesel + CNG,Manual,1.4,120.0,Good,2,Private,23.0,90.0,5,Mid-Range,300000,13.5,8.9,182.2,2
Volkswagen,Sedan,2018,5,Diesel,Automatic,1.5,75.0,Excellent,1,Private,21.5,108.5,5,Mid-Range,950000,7.9,9.5,62.4,2
Maruti Suzuki,MUV,2015,9,Diesel,Manual,1.2,90.0,Fair,1,Taxi,20.8,88.8,7,Budget,549000,10.6,8.5,112.4,1
Audi,SUV,2018,6,Diesel,Automatic,2.0,20.0,Excellent,1,Taxi,20.4,143.0,5,Premium,3000000,7.8,2.6,60.8,3
Toyota,MUV,2015,6,Diesel,Manual,2.5,61.0,Excellent,1,Bharat,13.0,100.6,7,Mid-Range,1200000,10.8,5.6,116.6,2
Renault,Sedan,2012,3,Diesel,Manual,1.5,100.0,Fair,2,Private,21.8,78.0,5,Budget,570000,14.1,7.1,198.8,1
Mahindra,SUV,2017,5,Diesel,Manual,2.5,60.0,Excellent,2,Private,16.6,105.0,6,Mid-Range,800000,8.9,6.7,79.2,2
Hyundai,Sedan,2009,10,Diesel,Manual,1.5,100.0,Good,1,Private,18.1,110.0,5,Mid-Range,375000,16.5,6.1,272.2,2
Mahindra,Hatchback,2009,7,Diesel,Manual,2.5,170.0,Fair,3,Private,13.6,63.0,7,Mid-Range,300000,16.8,10.1,282.2,2
Toyota,SUV,2013,3,Petrol,Manual,1.5,100.0,Fair,2,Private,16.8,88.7,5,Mid-Range,350000,13.1,7.6,171.6,2
Mahindra,MUV,2011,2,Diesel,Manual,2.5,120.0,Fair,2,Private,13.6,63.0,7,Mid-Range,400000,15.2,7.9,231.0,2
Volkswagen,Hatchback,2015,5,Diesel,Manual,1.5,50.0,Excellent,1,Private,20.1,88.8,5,Mid-Range,434999,10.9,4.6,118.8,2
Toyota,Hatchback,2012,3,Petrol,Manual,1.5,120.0,Good,2,Private,18.0,80.0,5,Mid-Range,200000,14.1,8.5,198.8,2
Maruti Suzuki,Sedan,2015,5,Petrol,Manual,0.8,25.0,Excellent,1,Private,22.7,47.3,5,Budget,260000,10.9,2.3,118.8,1
Maruti Suzuki,Hatchback,2013,9,Diesel,Manual,1.2,24.0,Good,1,Private,22.9,74.0,5,Budget,450000,12.6,1.9,158.8,1
Hyundai,Sedan,2013,11,Diesel,Manual,1.6,80.0,Good,2,Private,22.3,126.3,5,Mid-Range,459999,12.4,6.5,153.8,2
Maruti Suzuki,Hatchback,2011,10,Diesel,Manual,1.2,100.0,Good,2,Bharat,21.1,73.9,5,Budget,210000,14.5,6.9,210.2,1
Maruti Suzuki,Sedan,2015,1,Petrol,Manual,1.2,93.0,Good,2,Private,20.8,83.1,5,Budget,540000,11.2,8.3,125.4,1
Maruti Suzuki,MUV,2017,4,Diesel,Manual,1.2,50.0,Excellent,1,Private,24.5,88.5,7,Budget,710000,9.0,5.6,81.0,1
Maruti Suzuki,Hatchback,2018,10,Petrol,Manual,0.8,22.0,Excellent,1,Private,24.7,47.3,5,Budget,285000,7.5,2.9,56.2,1
Hyundai,SUV,2019,5,Diesel,Manual,1.4,19.6,Excellent,1,Private,22.1,88.7,5,Mid-Range,990000,6.9,2.8,47.6,2
Tata,SUV,2017,2,Petrol,Manual,1.2,104.0,Good,1,Private,15.6,64.1,5,Budget,362000,9.2,11.3,84.6,1
Ford,SUV,2017,12,Diesel,Manual,1.5,33.0,Excellent,1,Private,23.0,99.0,5,Mid-Range,880000,8.3,4.0,68.9,2
Mahindra,Hatchback,2017,2,Diesel,Manual,1.5,60.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,700000,9.2,6.5,84.6,2
Mahindra,Hatchback,2016,1,Diesel,Manual,2.5,60.0,Excellent,1,Private,16.0,63.0,9,Mid-Range,600000,10.2,5.9,104.0,2
Nissan,SUV,2015,8,Petrol,Manual,1.6,40.0,Excellent,1,Private,13.2,102.5,5,Budget,700000,10.7,3.7,114.5,1
Tata,Hatchback,2016,2,Diesel,Manual,1.0,60.0,Good,1,Private,27.3,69.0,5,Budget,400000,10.2,5.9,104.0,1
Hyundai,Hatchback,2010,3,Petrol + CNG,Manual,1.5,80.0,Fair,1,Private,13.2,93.7,5,Mid-Range,165000,16.1,5.0,259.2,2
Toyota,MUV,2007,12,Diesel,Manual,2.5,376.4,Poor,2,Taxi,12.8,102.0,8,Mid-Range,350000,18.3,20.6,334.9,2
Maruti Suzuki,MUV,2014,2,Petrol,Manual,1.4,80.0,Excellent,3,Private,16.0,93.7,7,Budget,425000,12.2,6.6,148.8,1
Hyundai,Hatchback,2012,4,Petrol + CNG,Manual,1.1,70.0,Good,1,Taxi,17.9,62.1,5,Mid-Range,180000,14.0,5.0,196.0,2
Maruti Suzuki,SUV,2012,1,Petrol,Manual,1.0,90.0,Good,3,Private,20.9,67.1,5,Budget,170000,14.2,6.3,201.6,1
Mahindra,Sedan,2014,3,Diesel,Manual,2.5,183.0,Good,1,Private,16.0,63.0,9,Mid-Range,370000,12.1,15.1,146.4,2
Maruti Suzuki,SUV,2018,5,Diesel,Manual,1.2,27.0,Excellent,1,Private,24.3,88.5,5,Budget,800000,7.9,3.4,62.4,1
Ford,SUV,2017,10,Diesel,Manual,1.5,35.0,Excellent,1,Taxi,23.0,99.0,5,Mid-Range,900000,8.5,4.1,72.2,2
Maruti Suzuki,Hatchback,2013,1,Diesel,Manual,1.2,120.0,Good,1,Private,22.9,74.0,5,Budget,390000,13.2,9.1,174.2,1
Maruti Suzuki,Sedan,2014,4,Diesel,Manual,1.2,80.0,Good,2,Bharat,23.4,74.0,5,Budget,445000,12.0,6.7,144.0,1
Maruti Suzuki,Sedan,2014,6,Diesel,Manual,1.2,70.0,Good,4,Private,23.4,74.0,5,Budget,459999,11.8,5.9,139.2,1
Maruti Suzuki,Hatchback,2013,4,Petrol + CNG,Manual,1.0,55.0,Good,1,Private,14.4,61.7,5,Budget,275000,13.0,4.2,169.0,1
Maruti Suzuki,MUV,2009,7,Diesel,Manual,1.2,120.0,Good,2,Private,21.1,73.9,5,Budget,200000,16.8,7.1,282.2,1
Maruti Suzuki,Sedan,2012,7,Petrol,Manual,1.2,72.0,Fair,2,Private,17.5,85.8,5,Budget,350000,13.8,5.2,190.4,1
Tata,SUV,2007,6,Diesel,Manual,2.1,120.0,Fair,2,Private,12.0,127.0,7,Budget,95000,18.8,6.4,353.4,1
Toyota,MUV,2014,9,Diesel,Manual,1.4,250.0,Fair,1,Private,23.6,67.0,5,Mid-Range,550000,11.6,21.6,134.6,2
Chevrolet,Hatchback,2016,2,Diesel,Manual,2.5,100.0,Fair,1,Private,13.6,72.4,9,Budget,900000,10.2,9.8,104.0,1
Tata,Hatchback,2013,10,Diesel,Manual,3.0,120.0,Good,2,Private,15.3,83.8,7,Budget,350000,12.5,9.6,156.2,1
Nissan,Hatchback,2015,8,Petrol,Automatic,1.2,50.0,Good,1,Private,19.3,76.0,5,Budget,325000,10.7,4.7,114.5,1
Hyundai,Hatchback,2014,8,Petrol,Manual,1.2,32.0,Good,1,Private,18.9,82.0,5,Mid-Range,455999,11.7,2.7,136.9,2
Maruti Suzuki,Hatchback,2008,11,Petrol,Manual,0.8,60.0,Fair,1,Private,19.7,46.3,5,Budget,129000,17.4,3.4,302.8,1
Maruti Suzuki,Sedan,2017,10,Petrol,Manual,0.8,40.0,Good,1,Private,24.7,47.3,5,Budget,254000,8.5,4.7,72.2,1
Ford,SUV,2014,11,Diesel,Manual,1.5,48.0,Good,1,Private,21.7,99.0,5,Mid-Range,570000,11.4,4.2,130.0,2
Nissan,SUV,2018,4,Diesel,Manual,1.5,30.0,Excellent,1,Taxi,19.9,83.1,5,Budget,840000,8.0,3.8,64.0,1
Tata,SUV,2010,6,Diesel,Manual,2.2,100.0,Good,2,Private,13.9,138.1,7,Budget,235000,15.8,6.3,249.6,1
Mahindra,Sedan,2016,11,Diesel,Manual,1.5,50.0,Good,1,Taxi,18.5,100.0,7,Mid-Range,700000,9.4,5.3,88.4,2
Hyundai,Hatchback,2010,6,Petrol,Manual,1.5,40.0,Good,2,Private,18.0,80.0,5,Mid-Range,140000,15.8,2.5,249.6,2
Hyundai,Hatchback,2018,5,Petrol,Manual,1.2,5.0,Excellent,1,Private,18.9,81.9,5,Mid-Range,528000,7.9,0.6,62.4,2
Jeep,SUV,2017,1,Diesel,Manual,2.0,12.0,Excellent,1,Private,17.1,170.0,5,Mid-Range,1500000,9.2,1.3,84.6,2
Mahindra,Hatchback,2016,3,Diesel,Manual,2.5,72.0,Excellent,1,Private,16.0,63.0,9,Mid-Range,560000,10.1,7.1,102.0,2
Mahindra,Hatchback,2016,7,Diesel,Manual,2.5,70.0,Good,1,Private,16.0,63.0,9,Mid-Range,600000,9.8,7.1,96.0,2
Chevrolet,Hatchback,2007,8,Petrol,Manual,1.1,50.0,Good,2,Private,15.3,74.9,5,Budget,102000,18.7,2.7,349.7,1
Mahindra,SUV,2014,2,Diesel,Manual,2.2,70.0,Good,2,Private,15.1,140.0,7,Mid-Range,750000,12.2,5.7,148.8,2
Chevrolet,SUV,2010,3,Petrol,Manual,1.1,70.0,Good,3,Private,14.7,76.0,5,Budget,148000,16.1,4.3,259.2,1
Maruti Suzuki,Hatchback,2015,4,Petrol + CNG,Manual,1.2,50.0,Good,1,Private,21.4,83.1,5,Budget,650000,11.0,4.5,121.0,1
Volkswagen,Hatchback,2012,11,Petrol,Manual,1.2,40.0,Good,1,Private,16.5,73.9,5,Mid-Range,310000,13.4,3.0,179.6,2
Hyundai,MUV,2014,5,Petrol,Manual,1.2,30.0,Excellent,1,Private,19.1,82.0,5,Mid-Range,480000,11.9,2.5,141.6,2
Maruti Suzuki,Hatchback,2018,3,Petrol,Manual,0.8,15.0,Good,1,Bharat,24.7,47.3,5,Budget,320000,8.1,1.9,65.6,1
Honda,Sedan,2015,5,Petrol,Manual,1.5,40.0,Excellent,1,Private,17.4,117.3,5,Mid-Range,750000,10.9,3.7,118.8,2
Nissan,Hatchback,2017,8,Petrol,Manual,1.2,40.0,Excellent,1,Private,19.5,67.0,5,Budget,370000,8.7,4.6,75.7,1
Maruti Suzuki,Hatchback,2013,8,Petrol + CNG,Manual,1.2,60.0,Good,4,Private,18.6,85.8,5,Budget,320000,12.7,4.7,161.3,1
Maruti Suzuki,Hatchback,2013,2,Petrol,Manual,1.2,67.0,Excellent,1,Private,18.6,85.8,5,Budget,420000,13.2,5.1,174.2,1
Maruti Suzuki,Sedan,2010,6,Petrol + CNG,Manual,1.3,60.0,Excellent,2,Private,17.5,85.8,5,Budget,240000,15.8,3.8,249.6,1
Datsun,Hatchback,2017,4,Petrol,Manual,1.0,60.0,Good,1,Private,22.5,67.0,5,Budget,220000,9.0,6.7,81.0,1
Tata,Hatchback,2016,9,Petrol,Manual,1.2,30.0,Good,1,Private,23.8,84.0,5,Budget,350000,9.6,3.1,92.2,1
Honda,Sedan,2018,10,Diesel,Manual,1.5,40.0,Excellent,1,Private,25.8,98.6,5,Mid-Range,675000,7.5,5.3,56.2,2
Toyota,Hatchback,2016,2,Petrol,Manual,1.2,50.0,Excellent,2,Private,18.2,78.8,5,Mid-Range,434999,10.2,4.9,104.0,2
Honda,SUV,2006,8,Petrol,Automatic,2.0,200.0,Fair,3,Private,13.1,141.1,5,Mid-Range,125000,19.7,10.2,388.1,2
Mahindra,MUV,2016,1,Petrol,Manual,1.2,14.0,Excellent,2,Private,18.2,82.0,6,Mid-Range,400000,10.2,1.4,104.0,2
Chevrolet,Hatchback,2015,11,Diesel,Manual,2.5,70.0,Fair,1,Private,13.6,72.4,9,Budget,425000,10.4,6.7,108.2,1
Maruti Suzuki,Hatchback,2010,6,Diesel,Manual,1.2,94.0,Good,2,Private,21.1,75.0,5,Budget,311000,15.8,5.9,249.6,1
Chevrolet,Hatchback,2015,11,Diesel,Manual,2.5,197.0,Fair,1,Private,13.6,72.4,10,Budget,509999,10.4,18.9,108.2,1
Ford,Hatchback,2015,11,Diesel,Manual,1.5,79.0,Good,2,Private,25.8,99.0,5,Mid-Range,530000,10.4,7.6,108.2,2
Skoda,Sedan,2008,12,Diesel,Manual,1.9,120.0,Fair,2,Private,18.7,66.0,5,Mid-Range,210000,17.3,6.9,299.3,2
Mahindra,MUV,2019,10,Diesel,Manual,1.5,30.0,Excellent,1,Taxi,17.3,121.0,8,Mid-Range,977000,6.5,4.6,42.2,2
Maruti Suzuki,Hatchback,2018,1,Petrol,Manual,1.0,20.0,Excellent,1,Private,20.5,67.0,5,Budget,440000,8.2,2.4,67.2,1
Maruti Suzuki,Hatchback,2018,2,Petrol,Manual,1.0,17.0,Excellent,1,Private,20.5,67.0,5,Budget,440000,8.2,2.1,67.2,1
Hyundai,Hatchback,2018,3,Petrol,Manual,1.2,20.0,Excellent,1,Private,18.6,81.8,5,Mid-Range,655000,8.1,2.5,65.6,2
Renault,Hatchback,2016,9,Petrol,Manual,0.8,60.0,Good,1,Private,25.2,53.3,5,Budget,295000,9.6,6.2,92.2,1
Hyundai,Hatchback,2018,5,Petrol,Manual,1.2,20.0,Good,1,Private,18.6,81.8,5,Mid-Range,655000,7.9,2.5,62.4,2
Hyundai,Sedan,2007,10,Petrol + CNG,Manual,1.1,70.0,Good,3,Private,15.0,66.6,5,Mid-Range,65000,18.5,3.8,342.2,2
Tata,Sedan,2017,10,Diesel,Manual,2.2,150.0,Good,1,Private,17.6,153.9,7,Budget,1200000,8.5,17.6,72.2,1
Tata,Sedan,2017,12,Diesel,Manual,2.2,35.0,Good,1,Private,17.6,153.9,7,Budget,1251000,8.3,4.2,68.9,1
Tata,MUV,2010,2,Diesel,Manual,1.4,60.0,Good,1,Private,23.0,69.0,5,Budget,200000,16.2,3.7,262.4,1
Hyundai,Hatchback,2016,10,Diesel,Manual,1.4,40.0,Good,1,Taxi,21.2,88.7,5,Mid-Range,750000,9.5,4.2,90.2,2
Maruti Suzuki,Hatchback,2018,5,Petrol + CNG,Manual,1.0,60.0,Excellent,1,Bharat,26.6,58.2,5,Budget,400000,7.9,7.6,62.4,1
Honda,Sedan,2017,5,Petrol,Manual,1.2,57.0,Excellent,1,Private,17.8,86.7,5,Mid-Range,475000,8.9,6.4,79.2,2
Tata,Hatchback,2012,1,Diesel,Manual,1.4,120.0,Fair,2,Private,17.8,70.0,5,Budget,110000,14.2,8.5,201.6,1
Renault,Hatchback,2017,3,Petrol,Manual,1.0,30.0,Excellent,1,Private,23.0,67.0,5,Budget,350000,9.1,3.3,82.8,1
Maruti Suzuki,Sedan,2016,5,Diesel,Manual,1.2,175.0,Good,1,Private,23.4,74.0,5,Budget,450000,9.9,17.7,98.0,1
Tata,SUV,2010,9,Diesel,Manual,1.4,90.0,Good,1,Private,17.0,70.0,5,Budget,150000,15.6,5.8,243.4,1
Tata,Hatchback,2009,10,Diesel,Manual,1.4,110.0,Fair,2,Taxi,17.2,53.5,5,Budget,80000,16.5,6.7,272.2,1
Hyundai,Hatchback,2015,1,Petrol,Manual,1.2,35.0,Excellent,2,Private,18.6,81.8,5,Mid-Range,430000,11.2,3.1,125.4,2
Toyota,MUV,2017,8,Diesel,Manual,2.4,81.0,Excellent,1,Taxi,13.7,147.8,7,Mid-Range,1450000,8.7,9.3,75.7,2
Chevrolet,Hatchback,2011,1,Diesel,Manual,2.0,100.0,Excellent,1,Private,18.3,147.9,5,Budget,360000,15.2,6.6,231.0,1
Tata,SUV,2017,9,Diesel,Automatic,2.2,60.0,Excellent,1,Private,17.6,153.9,7,Budget,1445000,8.6,7.0,74.0,1
Honda,Sedan,2016,6,Diesel,Manual,1.5,60.0,Good,1,Private,26.0,98.6,5,Mid-Range,670000,9.8,6.1,96.0,2
Mercedes-Benz,SUV,2016,1,Petrol,Automatic,2.0,70.0,Good,1,Private,13.7,183.0,5,Premium,2000000,10.2,6.9,104.0,3
Maruti Suzuki,Hatchback,2010,8,Petrol,Manual,1.5,83.0,Good,2,Private,18.0,80.0,5,Budget,175000,15.7,5.3,246.5,1
Honda,Sedan,2015,5,Diesel,Manual,1.5,50.0,Good,1,Private,25.8,98.6,5,Mid-Range,440000,10.9,4.6,118.8,2
Hyundai,Hatchback,2012,7,Diesel,Manual,1.4,90.0,Good,1,Private,23.0,90.0,5,Mid-Range,254999,13.8,6.5,190.4,2
Datsun,SUV,2018,7,Petrol,Manual,1.2,65.0,Good,1,Taxi,19.0,67.0,7,Budget,530000,7.8,8.3,60.8,1
Mahindra,SUV,2016,7,Diesel,Manual,2.0,40.0,Good,2,Taxi,16.0,140.0,7,Mid-Range,890000,9.8,4.1,96.0,2
Volkswagen,Hatchback,2013,6,Diesel,Manual,1.2,80.0,Good,2,Private,22.1,73.9,5,Mid-Range,280000,12.8,6.2,163.8,2
Maruti Suzuki,Sedan,2017,11,Petrol + CNG,Automatic,1.2,35.0,Good,1,Private,21.2,81.8,5,Budget,725000,8.4,4.2,70.6,1
Mahindra,SUV,2016,8,Diesel,Manual,1.5,30.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,700000,9.7,3.1,94.1,2
Maruti Suzuki,SUV,2007,9,Petrol,Manual,1.0,70.0,Good,1,Taxi,18.2,67.1,5,Budget,90000,18.6,3.8,346.0,1
Hyundai,Hatchback,2015,12,Petrol,Manual,1.1,100.0,Fair,2,Private,19.8,68.0,5,Mid-Range,287000,10.3,9.7,106.1,2
Hyundai,SUV,2018,2,Petrol + CNG,Automatic,1.6,55.0,Good,1,Private,14.8,121.3,5,Mid-Range,1380000,8.2,6.7,67.2,2
Toyota,MUV,2013,7,Diesel,Manual,2.5,80.0,Fair,2,Private,13.0,100.6,7,Mid-Range,750000,12.8,6.2,163.8,2
Hyundai,Sedan,2016,2,Petrol,Manual,1.4,40.0,Good,1,Private,17.4,105.5,5,Mid-Range,650000,10.2,3.9,104.0,2
Maruti Suzuki,Hatchback,2013,6,Petrol,Manual,1.0,108.9,Fair,2,Private,20.5,67.0,5,Budget,240000,12.8,8.5,163.8,1
Hyundai,Hatchback,2013,2,Petrol,Manual,0.8,40.0,Excellent,2,Private,21.1,55.2,5,Mid-Range,290000,13.2,3.0,174.2,2
Hyundai,SUV,2014,10,Petrol,Manual,0.8,80.0,Good,1,Private,21.1,55.2,5,Mid-Range,229999,11.5,7.0,132.2,2
Honda,Sedan,2016,6,Diesel,Manual,1.5,50.0,Excellent,2,Private,26.0,98.6,5,Mid-Range,1000000,9.8,5.1,96.0,2
Hyundai,Hatchback,2012,2,Petrol,Manual,1.1,90.0,Good,2,Taxi,17.9,62.1,5,Mid-Range,200000,14.2,6.3,201.6,2
Maruti Suzuki,SUV,2004,1,Petrol,Manual,0.8,70.0,Good,4,Private,19.7,46.3,5,Budget,90000,22.2,3.2,492.8,1
Hyundai,Hatchback,2012,7,Diesel,Manual,1.4,90.0,Good,1,Private,23.0,90.0,5,Mid-Range,330000,13.8,6.5,190.4,2
Maruti Suzuki,Sedan,2009,3,Diesel,Manual,1.2,70.0,Fair,1,Private,21.1,73.9,5,Budget,200000,17.1,4.1,292.4,1
Mahindra,Sedan,2018,12,Diesel,Manual,1.2,31.0,Excellent,1,Private,25.3,77.0,6,Mid-Range,420000,7.3,4.2,53.3,2
Maruti Suzuki,Sedan,2009,4,Diesel,Manual,1.2,120.0,Good,2,Private,19.3,73.9,5,Budget,260000,17.0,7.1,289.0,1
Hyundai,Hatchback,2016,6,Petrol,Manual,1.2,40.0,Excellent,1,Private,18.6,81.8,5,Mid-Range,590000,9.8,4.1,96.0,2
Maruti Suzuki,Hatchback,2015,5,Diesel + CNG,Manual,1.2,180.0,Fair,1,Taxi,25.2,74.0,5,Budget,545000,10.9,16.5,118.8,1
Maruti Suzuki,Hatchback,2011,4,Petrol,Manual,1.0,90.0,Good,2,Private,18.9,67.1,5,Budget,210000,15.0,6.0,225.0,1
Honda,Sedan,2008,9,Petrol,Manual,1.5,110.0,Poor,2,Private,17.7,78.0,5,Mid-Range,185000,17.6,6.2,309.8,2
